title,ingredients
White Fruit Cake,"['1/2 cups candied pineapple chunks', 'golden raisins', '1/2 cups candied cherries', 'dried currants', 'candied orange peel', 'candied citron peel', 'orange juice', 'butter', ""confectioners' sugar"", ', separated', 'pecans, chopped', 'sifted all-purpose flour']"
White Mountain Cake,"['shortening', '3/4 cups white sugar', 'cake flour', 'salt', 'baking powder', 'milk', 'whites', 'vanilla extract', 'almond extract']"
White Texas Sheet Cake,"['butter', 'water', 'all-purpose flour', 'white sugar', '', 'sour cream', 'almond extract', 'salt', 'baking soda', 'Frosting:', 'butter', 'milk', ""1/2 cups confectioners' sugar"", 'almond extract', 'chopped pecans']"
White Tres Leches Cake,"['cooking spray with flour', '(18.25 ounce) package white cake mix', '1/2 cups all-purpose flour', 'eggs', 'white sugar', 'canola oil', 'vanilla extract', 'baking powder', 'milk', '(5 ounce) cans evaporated milk', '(10 ounce) can sweetened condensed milk', 'heavy whipping cream', 'vanilla extract', 'coconut extract', 'heavy whipping cream', '(3.5 ounce) package instant vanilla pudding mix']"
White Velvet Cake I,"['shortening', '1/2 cups white sugar', '1/2 cups all-purpose flour', 'baking powder', 'salt', 'milk', 'whites', 'vanilla extract', 'all-purpose flour', 'milk', 'coconut milk', 'white sugar', 'vanilla extract', 'coconut', 'water']"
White Velvet Cake II,"['1/2 cups butter, softened', '1/2 cups white sugar', '', 'buttermilk', 'baking soda', 'all-purpose flour', 'salt', 'butter flavored shortening', '(8 ounce) package cream cheese', ""sifted confectioners' sugar"", 'milk']"
White Wedding Cake,"['1/4 cups sifted cake flour', 'baking powder', 'salt', 'white sugar', 'whites', 'white sugar', 'shortening', 'milk', '1/2 teaspoons orange extract', 'almond extract']"
White Wine Pound Cake,"['cooking spray (such as Pam®)', '(15.25 ounce) package yellow cake mix', '(3 ounce) package instant vanilla pudding mix', 'white sugar', 'brown sugar', 'ground cinnamon', 'vegetable oil', 'water', 'white wine', '', 'Glaze:', 'white sugar', 'butter', 'white wine', ""confectioners' sugar, or as needed""]"
Whole-Grain Chocolate Cake,"['coconut sugar', 'oat flour', '½ cup spelt flour', '½ cup unsweetened cocoa powder', 'baking soda', '½ teaspoon salt', 'buttermilk', '½ cup coconut oil, melted', 'vanilla extract']"
Willard Family German Chocolate Cake,"[""(4 ounce) package sweet baking chocolate (such as Baker's German's Sweet Chocolate®) - broken into pieces"", 'boiling water', 'margarine, softened', 'white sugar', ', separated', 'vanilla extract', '1/2 cups sifted all purpose flour', 'baking soda', 'salt', 'buttermilk', 'evaporated milk', 'white sugar', 'yolks', 'margarine', 'vanilla extract', '1/3 cups sweetened flake coconut', 'chopped pecans']"
Williamsburg Orange Cake,"['3/4 cups cake flour', '1/2 cups white sugar', '1/2 teaspoons baking soda', 'salt', 'butter, softened', 'shortening', '1/2 cups buttermilk', '', 'golden raisins, chopped', 'chopped walnuts', 'orange zest', '1/2 teaspoons vanilla extract', 'Williamsburg Butter Frosting']"
Williamsburg Pork Cake,"['brandy', '1/2 cups raisins', '1/2 cups dried currants', 'finely ground salt pork', 'boiling water', 'molasses', 'brown sugar', '1/2 cups all-purpose flour', 'baking powder', 'ground allspice', 'ground cinnamon', 'ground nutmeg', 'ground cloves']"
Willie Cake,"['bittersweet chocolate, chopped', 'unsalted butter, cubed', 'yolks', 'whites', 'white sugar, divided', 'vanilla extract', 'dark rum (optional)', '1/4 cups heavy cream', 'bittersweet chocolate, chopped']"
Wonderful Banana Cake,"['(18.25 ounce) package yellow cake mix', 'ripe bananas, mashed', 'baking soda']"
Wonderful Streusbury Cake,"['all-purpose flour', 'baking powder', 'softened butter', 'white sugar', '', 'vanilla extract', 'milk']"
Wonderful Yogurt Cake,"['butter, softened', 'brown sugar', 'vanilla extract', '', 'all-purpose flour', 'baking soda', 'baking powder', 'plain yogurt']"
Worm Cake,"['(18.25 ounce) package chocolate cake mix', 'chocolate cookie crumbs', '(16 ounce) package prepared chocolate frosting', '(16 ounce) package gummi worms']"
Yellow Angel Food Cake,"['1/2 cups white sugar', 'water', ', separated', 'all-purpose flour', 'cream of tartar']"
Yellow Cake Made from Scratch,"['all-purpose flour', '1/2 cups white sugar', 'shortening', 'milk', '1/2 teaspoons baking powder', 'salt', 'vanilla extract', '']"
Yellow Cake,"['1/2 cups all-purpose flour', 'white sugar', 'baking powder', '', 'vegetable oil', 'orange juice', 'vanilla extract']"
Yellow Chess Cake,"['(18.25 ounce) package yellow cake mix', 'butter, softened', ""confectioners' sugar"", '(8 ounce) package cream cheese', '(16 ounce) can cherry pie filling']"
Yellow Clooney Cake,"['cake flour, plus', 'cake flour', 'baking powder', '1/2 teaspoons baking soda', 'salt', 'butter', 'white sugar', 'eggs, at room temperature', 'pure vanilla extract', 'buttermilk, well-shaken']"
Yellow Pound Cake,"['2/3 cups white sugar', 'butter', '', 'milk', 'vanilla extract', '1/2 cups cake flour']"
Yogurt Cake,"['butter, room temperature', 'white sugar', ', room temperature', 'lemon extract', '¼ cups all-purpose flour', '½ teaspoon baking soda', '½ teaspoon salt', '(8 ounce) container lemon flavored yogurt']"
Yogurt Chocolate Cake,"['vanilla yogurt', 'white sugar', 'vegetable oil', '', 'vanilla extract', 'cake flour', 'baking powder', '(1 ounce) squares unsweetened chocolate, melted', 'ounces sweetened condensed milk', 'milk']"
Yost Chocolate Cake,"['buttermilk', 'vegetable oil', '', 'unsweetened cocoa powder', 'vanilla extract', 'all-purpose flour', 'white sugar', 'baking soda', 'salt', 'hot water', ""confectioners' sugar"", 'heavy cream', 'butter at room temperature', 'unsweetened cocoa powder', 'vanilla extract', 'salt']"
Yum Yum Cake I,"['all-purpose flour', '1/2 teaspoons baking powder', 'salt', 'shortening', '1/2 cups white sugar', 'orange zest', 'lemon zest', '', 'milk', 'orange juice', 'lemon juice', 'reserved pineapple juice', '(3.5 ounce) package instant vanilla pudding mix', '(3.5 ounce) package instant vanilla pudding mix', 'milk', '(8 ounce) package cream cheese', '(8 ounce) container frozen whipped topping, thawed', '(15 ounce) can crushed pineapple, drained', 'cherries, halved']"
Yum Yum Cake II,"['all-purpose flour', 'salt', 'baking soda', 'unsweetened cocoa powder', 'butter', '1/2 cups white sugar', '', 'buttermilk', 'vanilla extract', 'buttermilk', 'white sugar', 'butter', 'vanilla extract']"
Yum Yum Cake III,"['(8 ounce) can crushed pineapple, drained', '(18.25 ounce) package yellow cake mix', '(8 ounce) package cream cheese', '(3.4 ounce) package instant vanilla pudding mix', 'milk', '(16 ounce) container frozen whipped topping, thawed']"
Yummy Apple Pound Cake,"['vegetable oil', 'butter', '1/2 cups white sugar', '', 'all-purpose flour', 'baking soda', 'salt', 'vanilla extract', 'chopped apples', 'maraschino cherries, chopped', 'chopped walnuts']"
Yummy Blueberry Breakfast Cake,"['¼ cups all-purpose flour', '½ cup white sugar', 'baking powder', '¼ teaspoon baking soda', '¼ teaspoon salt', '½ cup butter, melted', '½ cup milk', '', 'vanilla extract', '½ cup all-purpose flour', '¼ cup white sugar', 'butter, melted', '(21 ounce) can blueberry pie filling', '¼ teaspoon lemon extract', '¼ cup fresh blueberries']"
Yummy Rainbow Cake,"['(18.25 ounce) package white cake mix', '1/4 cups water', 'vegetable oil', 'whites', 'multicolored sprinkles (jimmies)', '(8 ounce) container frozen whipped topping, thawed', 'mini candy-coated chocolate pieces']"
Zebra Cake III,"['1/2 cups heavy whipping cream', ""confectioners' sugar"", 'vanilla extract', '(9 ounce) package chocolate wafer cookies', 'grated chocolate']"
Zebra Cake,"['(9 ounce) package chocolate wafers', 'whipped cream']"
Zesty Orange Rice Cake,"['milk', 'bean', '1/2 cups Arborio rice', 'white sugar', 'lemon peel', ', separated', '(1.5 fluid ounce) jigger orange liqueur', 'raisins', ', zested', ""confectioners' sugar, or to taste""]"
Zucchini Cake I,"['Cake:', 'all-purpose flour', 'white sugar', 'salt', '1/2 teaspoons baking soda', 'baking powder', '1/2 teaspoons ground cinnamon', 'vanilla extract', '', '1/2 cups vegetable oil', 'grated zucchini', 'Frosting:', '(8 ounce) package cream cheese, room temperature', 'butter, room temperature', ""confectioners' sugar, sifted"", 'vanilla extract']"
Zucchini Cake II,"['all-purpose flour', 'baking soda', 'salt', 'baking powder', 'ground cinnamon', ', lightly beaten', 'vegetable oil', '1/2 cups white sugar', 'grated zucchini', 'vanilla extract', 'chopped walnuts']"
Zucchini Cake III,"['', 'white sugar', 'vegetable oil', 'all-purpose flour', 'ground cinnamon', 'salt', 'baking powder', 'baking soda', '(8 ounce) can crushed pineapple, drained', 'chopped walnuts', 'grated zucchini', 'vanilla extract', ""confectioners' sugar"", 'milk']"
Zucchini Cake IV,"['all-purpose flour', 'salt', 'baking powder', 'baking soda', 'ground cinnamon', 'white sugar', 'vegetable oil', '', 'vanilla extract', 'chopped walnuts', 'grated zucchini']"
Zucchini Cake V,"['', 'vegetable oil', 'white sugar', 'vanilla extract', 'grated zucchini', '(8 ounce) can crushed pineapple, drained', 'all-purpose flour', 'baking soda', '1/2 teaspoons ground cinnamon', 'salt', 'ground nutmeg', 'baking powder', 'dates, pitted and chopped', 'chopped walnuts']"
Zucchini Cake with Cream Cheese Applesauce Icing,"['', 'vegetable oil', 'white sugar', 'vanilla extract', '1/3 cups all-purpose flour', 'baking powder', 'baking soda', 'salt', 'shredded zucchini, squeezed dry', '(8 ounce) package cream cheese, softened', 'butter, softened', 'cinnamon-flavored applesauce', 'ground nutmeg', ""confectioners' sugar, or to taste""]"
Zucchini Chocolate Chip Cake,"['1/2 cups all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'baking powder', 'milk', 'distilled white vinegar', 'butter, softened', '1/2 cups white sugar', 'vegetable oil', '', 'vanilla extract', 'grated zucchini', 'chocolate chips']"
Zucchini Chocolate Orange Cake,"['1/2 cups all-purpose flour', 'unsweetened cocoa powder', '1/2 teaspoons baking powder', '1/2 teaspoons baking soda', 'salt', 'ground cinnamon', 'butter', 'white sugar', ', beaten', 'vanilla extract', 'milk', 'grated zucchini', 'orange zest', 'chopped walnuts', ""1/4 cups confectioners' sugar"", 'orange juice', 'vanilla extract']"
Zucchini Chocolate Rum Cake,"['butter, softened', 'white sugar', '', 'grated zucchini', 'rum', '1/2 cups all-purpose flour', 'chopped walnuts', 'semisweet chocolate chips', 'unsweetened cocoa powder', '1/2 teaspoons baking powder', '1/2 teaspoons baking soda', '1/2 teaspoons salt', 'ground cinnamon', 'milk', ""2/3 cups confectioners' sugar"", 'rum']"
Zucchini Coconut Cake,"['', 'white sugar', 'vegetable oil', 'all-purpose flour', 'baking soda', 'ground cinnamon', 'salt', 'grated zucchini', '1/2 cups sweetened flaked coconut', '1/2 cups chopped black walnuts (optional)', '(8 ounce) package cream cheese, softened', 'butter', ""3/4 cups confectioners' sugar"", 'sweetened flaked coconut', 'chopped black walnuts (optional)', 'raisins (optional)', 'vanilla extract']"
Zucchini Nut Cake,"['1/2 cups all-purpose flour', 'salt', 'baking soda', 'ground cinnamon', 'ground nutmeg', 'ground allspice', 'butter', 'vegetable shortening', 'white sugar', 'brown sugar, not packed', '', 'water, or more if needed', 'vanilla extract', 'shredded zucchini', 'chopped walnuts', 'butter', 'brown sugar', 'chopped walnuts']"
Zucchini Spice Cake,"['grated unpeeled zucchini', 'all-purpose flour', '1/2 teaspoons baking soda', 'baking powder', 'white sugar', 'brown sugar', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'salt', '', 'unsweetened applesauce', 'vegetable oil', 'vanilla extract']"
3-Ingredient Gingersnap Icebox Cake,"['heavy cream', 'cookies (about 10 ounces), divided', 'orange marmalade, divided']"
Absinthe's Golden Yogurt Cake,"['1/2 cups sifted all-purpose flour', '1/2 teaspoons baking powder', 'plain whole-milk yogurt', 'vegetable oil', '1/2 teaspoons grated lemon, Meyer lemon, or orange zest, or a combination', 'vanilla extract', 'kosher or sea salt', '', '1/4 cups sugar', 'plain drained yogurt or Greek yogurt (not nonfat)', 'honey', 'vanilla extract', 'heavy cream, whipped to firm peaks']"
Age of Lincoln Almond-Streusel Bundt Cake with Coffee Glaze,"['firmly packed brown sugar', 'chopped toasted almonds', 'old-fashioned oats', '1/2 teaspoons instant espresso powder or instant coffee powder', 'ground cinnamon', '(1/2 stick) chilled unsalted butter, cut into pieces', 'sifted cake flour', 'baking powder', 'whole almonds, toasted', '(1 1/2 sticks) unsalted butter, room temperature', 'almond paste', '2/3 cups sugar', 'almond extract', 'milk', 'egg whites, room temperature', 'powdered sugar, sifted', 'whipping cream', 'instant espresso powder or instant coffee powder', 'toasted sliced almonds']"
Almond Cake with Berries,"['Butter for greasing pan', 'all-purpose flour plus additional for dusting pan', 'sliced almonds (preferably with skins; 3 1/2 oz)', 'sugar', 'egg yolks', 'whole milk', 'vanilla', 'salt', 'egg whites', 'water', 'sugar', 'fresh lemon juice', 'almond extract', 'blackberries (9 oz)', 'raspberries (4 1/2 oz)', 'Garnish: confectioners sugar']"
Almond Cake with Kirsch Cream and Lingonberry Preserves,"['almond paste (not marzipan)', 'all-purpose flour', 'baking powder', 'salt', '(1 cup) unsalted butter, softened', '1/2 cups sugar', 'vanilla', 'eggs at room temperature', '1/2 cups chilled heavy cream', 'kirsch', 'lingonberry preserves', 'Special equipment: an 11- by 2 1/2-inch (12-cup) springform tube pan with a decorative bottom, or a 9- by 4-inch (14-cup) tube pan']"
Almond Cake with Roasted Pineapple and Vanilla Cream,"['blanched slivered almonds', 'plus 2 tablespoons all purpose flour', 'baking soda', 'salt', 'sugar', '(3/4 stick) unsalted butter, room temperature', 'eggs', 'sour cream', 'grated lemon peel', 'almond extract', '8-ounce container crème fraîche or sour cream', 'powdered sugar', '1/4 teaspoons vanilla extract', '4 1/2-pound pineapple, peeled, quartered lengthwise, cored', '(packed) dark brown sugar', '(or more) pineapple juice', 'ground cloves', 'ground cinnamon']"
Almond Cornmeal Cake with Peach and Berry Compote,"['yellow cornmeal', 'all-purpose flour', 'baking powder', 'salt', 'whole blanched almonds', 'sugar', '1/4 sticks (1/2 cup plus 2 tablespoons) unsalted butter, softened', 'eggs', 'vanilla', 'Accompaniment:peach and berry compote']"
Amaretto Olive Oil Cake,"['(4 1/2 ounces) blanched slivered almonds', ""matzoh cake meal (see Cooks' notes)"", ""potato starch (see Cooks' notes)"", 'plus 2 tablespoons sugar, divided', 'salt plus more for beating whites', 'egg yolks', 'extra-virgin olive oil plus more for pan', 'Amaretto liqueur', 'egg whites at room temperature', 'Fresh raspberries for serving', 'Special equipment: A 9-inch round cake pan (2 inches deep) or 9-inch springform pan; parchment paper']"
Angel Food Cake with Strawberries and Devonshire Cream,"['1/2 cups sugar', 'cake flour', 'large egg whites (about 15), room temperature', 'cream of tartar', 'salt', 'vanilla extract', 'Fresh sliced strawberries', 'Devonshire Cream']"
Apple Cake with Maple-Walnut Cream Cheese Frosting,"['Pippin apples (about 2 medium), peeled, cored, diced', 'water', '1/2 cups plus 1 tablespoon all purpose flour', 'baking soda', '1/2 teaspoons ground cinnamon', 'salt', 'ground nutmeg', 'ground cloves', 'dried currants', 'walnuts (about 4 ounces), toasted, chopped', 'sugar', '(2 sticks) unsalted butter, room temperature', 'brandy', '1/2 teaspoons vanilla extract', 'eggs', '(2 sticks) unsalted butter, room temperature', '(packed) dark brown sugar', '8-ounce packages cream cheese, room temperature', 'pure maple syrup', 'maple flavoring', 'walnuts, toasted, chopped']"
Apple Ginger Upside-Down Cake,"['(1/4 cup) unsalted butter, melted', 'firmly packed light brown sugar', 'finally chopped crystallized ginger plus additional for garnish', 'currants or raisins', 'MacIntosh or Granny Smith apple, peeled, cored, and sliced thin', 'fresh lemon juice', 'all-purpose flour', 'double-acting baking powder', 'salt', 'cinnamon', 'eggs', 'plus 2 tablespoons granulated sugar', 'vanilla', 'whipped cream or vanilla ice cream as an accompaniment']"
Apple Gingerbread Cake With Cream,"['plus 1/2 cup unsalted butter, plus more for pan', '(packed) light brown sugar, divided', 'lady apples, unpeeled, very thinly sliced, seeds removed, divided', 'all-purpose flour', '1/2 teaspoons baking powder', '1/2 teaspoons kosher salt', '1/2 teaspoons ground cinnamon', 'ground cloves', 'ground nutmeg', 'robust-flavored (dark) molasses', 'pure maple syrup', 'eggs, room temperature', 'finely grated peeled ginger', '1/2 teaspoons baking soda', 'heavy cream, plus more for serving', 'A 10-inch springform pan']"
"Apple, Pear, and Cranberry Coffee Cake","['oats', 'white rice flour', 'brown sugar, well packed', 'chopped nuts (optional)', 'melted unsalted butter', 'Pinch of ground cinnamon', '(grapefruit-size portion) Apple Cider Brioche', 'Unsalted butter, for greasing the pan', 'apples (1 tart and 1 sweet), thinly sliced', ', thinly sliced', 'brown sugar', 'Grated zest of half an orange', '1/2 cups streusel topping (above)']"
Apple-Raspberry Cake,"['unsalted butter, room temperature', 'Golden Delicious apples (about 12 ounces), peeled, cored, cut into 1/2-inch cubes', 'plus 1 cup sugar', 'fresh raspberries', 'eggs', 'fresh lemon juice', '1/2 teaspoons vanilla extract', '1/2 cups all purpose flour', '1/2 teaspoons baking powder', 'salt', 'ground ginger']"
Apple Spice Cake with Walnuts and Currants,"['white', 'large walnut pieces', 'sugar', 'ground cinnamon', 'plus 3/4 cup (1 1/2 sticks) unsalted butter, room temperature', 'Granny Smith apples, peeled, cored, cut into 1/2-inch pieces', 'Jonagold apples, peeled, cored, cut into 1/2-inch pieces', '3/4 cups all purpose flour', 'ground cinnamon', 'baking soda', 'ground allspice', 'ground cloves', 'salt', '1/4 cups sugar', 'egg', 'toasted walnuts, chopped', 'dried currants', '8-ounce package cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', '(packed) powdered sugar', 'vanilla extract', 'teaspoon dried currants']"
Apple Upside-Down Biscuit Cake,"['unsalted butter', 'packed light brown sugar', 'Granny Smith apples, peeled, cored, and cut into thin wedges', 'all-purpose flour', 'granulated sugar', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'cold unsalted butter, cut into pieces', 'well-shaken buttermilk', 'Accompaniment: crème fraîche or sour cream (optional)']"
Apple-Walnut Cake,"['diced peeled tart green apples (such as Granny Smith; about 1 1/2 large)', 'sugar', '(1 stick) unsalted butter, melted, cooled', 'egg', '1/4 cups all purpose flour', 'ground cinnamon', 'baking soda', 'salt', 'coarsely chopped walnuts']"
Apple Walnut Upside-Down Cake with Calvados Caramel Sauce,"['3 1/2 Golden Delicious apples (about 1 1/2 pounds)', '1/2 sticks (3/4 cup) unsalted butter', 'sugar', 'coarsely chopped walnuts', 'Delicious apple', '1/2 cups all-purpose flour', '1/2 teaspoons baking powder', 'salt', 'cinnamon', '(1/2 cup), unsalted butter, softened', 'sugar', 'vanilla extract', 'minced peeled fresh ginger', 'eggs', 'sour cream', '1/2 cups sugar', 'water', 'Calvados or other apple brandy', 'unsalted butter', 'whipped cream']"
Applesauce Cake with Penuche Frosting,"['(1/2 cup) unsalted butter, softened', 'granulated sugar', 'firmly packed light brown sugar', '3/4 cups pink applesauce or bottled applesauce', 'McIntosh apples (about 8), cored and quartered', 'fresh lemon juice', 'sugar', 'egg', 'all-purpose flour', 'baking soda', 'cinnamon', 'freshly grated nutmeg', 'ground cloves', 'vanilla extract', 'old-fashioned rolled oats', 'raisins, chopped and tossed in all-purpose flour to coat them', 'firmly packed light brown sugar', '1/2 sticks (3/4 cup) unsalted butter', 'milk']"
Apricot-Pecan Upside-Down Cake,"['unsalted butter', '(packed) golden brown sugar', 'cherries, halved, pitted', 'chopped pecans', 'apricots, halved, pitted', '3/4 cups unbleached all purpose flour', '1/2 teaspoons baking powder', 'ground nutmeg', 'salt', '(1 stick) unsalted butter, room temperature', 'sugar', 'eggs', 'vanilla extract', 'whole milk, room temperature', 'Whipped cream']"
Apricot Yogurt Cake with Orange Honey Syrup,"['two 8-ounce containers plain yogurt', 'all-purpose flour', '1/2 teaspoons double-acting baking powder', 'baking soda', '(1/2 cup) unsalted butter, softened', 'sugar', 'eggs', 'dried apricots, chopped fine', 'walnuts, chopped fine', 'Orange Honey Syrup', 'mint sprigs for garnish']"
Ashkenazic Sour Cream Coffee Cake (Smeteneh Küchen),"['granulated or brown sugar, or 1/4 cup each', 'all-purpose flour', 'ground cinnamon', 'salt', '1/2 teaspoon ground nutmeg or cloves (optional)', '(1/2 stick) unsalted butter or margarine, softened', 'coarsely chopped walnuts or pecans, grated coconut, golden raisins, or chocolate chips, or 1 cup any combination (optional)', 'all-purpose flour', 'double-acting baking powder', 'baking soda', 'salt', '(1 stick) unsalted butter or margarine, softened', 'granulated or brown sugar or 1/2 cup each', 'egg yolks, or 3 large eggs', '(8 ounces) sour cream or plain yogurt', '1/2 teaspoons vanilla extract', 'finely grated lemon zest (optional)', ""confectioners' sugar"", 'vanilla or almond extract', '2 tablespoons milk or water']"
Aunt Tom's Italian Cream Cake,"['granulated sugar', '1/2 cups vegetable shortening, softened', '(1/2 cup) margarine, softened', 'eggs, separated', 'all-purpose flour', 'baking soda', 'salt', 'well-shaken buttermilk', 'vanilla', 'sweetened flaked coconut', 'chopped pecans', 'an 8-ounce package cream cheese, softened', '(1/2 cup) margarine, softened', 'vanilla', ""a 1-pound box confectioners' sugar""]"
Banana Cake with Coconut Frosting,"['(1/2 cup) unsalted butter, softened, plus additional for greasing pan', '1/2 cups all-purpose flour plus additional for dusting pan', '1/2 teaspoons baking powder', 'baking soda', 'salt', 'packed light brown sugar', 'egg', 'well-mashed very ripe bananas', 'sour cream', 'vanilla', 'cream cheese, softened', 'unsalted butter, softened', 'confectioners sugar', 'well-stirred canned cream of coconut such as Coco López (not coconut milk)', 'dark rum (optional)', 'sweetened flaked coconut']"
Banana Cake with Sour Cream Frosting,"['all purpose flour', 'baking soda', 'baking powder', 'salt', '(1 stick) unsalted butter, room temperature', '1/2 cups sugar', 'eggs', '1/4 cups sour cream', '1/3 cups mashed ripe bananas (about 3 large)', 'fresh lemon juice', 'powdered sugar', '8-ounce package cream cheese, room temperature']"
Banana-Chocolate Chip Cake With Peanut Butter Frosting,"['Nonstick vegetable oil spray', 'all-purpose flour', 'baking soda', 'kosher salt', '1/2 cups sugar', '(2 sticks) unsalted butter, room temperature', '(packed) light brown sugar', 'eggs', '1/2 teaspoons vanilla extract', 'mashed very ripe bananas', 'sour cream', '10-ounce bag mini chocolate chips', 'creamy peanut butter', '1/2 cups powdered sugar', '(2 sticks) unsalted butter, room temperature', '1/2 teaspoons vanilla extract', 'Chocolate chips, mini chocolate chips, and chocolate kisses', 'Two 8x8x2"" cake pans']"
Banana Chocolate Walnut Cake,"['1/4 cups all-purpose flour', 'baking soda', 'salt', 'unsalted butter, softened, plus 2 tablespoons, melted and cooled', 'sugar, divided', 'eggs', '1/4 cups mashed very ripe bananas (about 3 medium)', 'plain whole-milk yogurt', 'pure vanilla extract', '(3 1/2- to 4-ounce) bar 70%-cacao bittersweet chocolate, coarsely chopped', 'walnuts (3 ounces), toasted , cooled, and coarsely chopped', 'cinnamon']"
Banana Coconut Crunch Cake,"['sweetened flaked coconut', 'cake flour (not self-rising)', 'baking soda', 'baking powder', 'salt', 'eggs', 'mashed banana (about 1 large)', 'crème fraîche or sour cream', 'vanilla', '(6 tablespoons) unsalted butter, softened', 'granulated sugar', 'water', 'granulated sugar', 'dark rum', 'cream cheese, softened', '(1/4 cup) unsalted butter, softened', ""1/2 cups confectioners' sugar, sifted"", 'vanilla', 'crisp banana chips']"
Banana Coffee Cake Diamond,"['1/4 cups cake flour (not self-rising)', 'unsweetened cocoa powder (not Dutch-process)', 'baking soda', 'salt', 'ripe bananas, mashed', 'sour cream', '(1/2 cup) unsalted butter, softened', 'granulated sugar', 'firmly packed light brown sugar', '-large eggs', 'coffee extract, or 1 tablespoon instant espresso powder dissolved in 1 tablespoon hot water', 'vanilla extract', ""Garnish: confectioners' sugar""]"
Banana Layer Cake with Caramel Cream and Pecans,"['1/2 cups all purpose flour', 'baking powder', '(generous) fine sea salt', '(1 1/2 sticks) unsalted butter, room temperature', '1/2 cups sugar, divided', 'eggs', 'plus 2 tablespoons buttermilk', 'ripe bananas, peeled, cut into 1/4-inch cubes (about 1 1/2 cups)', '1/2 cups (packed) golden brown sugar', 'ripe banana, peeled, cut into 1-inch pieces', 'unsalted butter, room temperature', '3/4 cups chilled heavy whipping cream, divided', '1/2 teaspoons fresh lime juice, divided', '1/2 teaspoons dark rum, divided', 'Sea Salt-Roasted Pecans']"
Banana Layer Cake with Cream Cheese Frosting,"['1/4 cups cake flour', 'baking soda', 'baking powder', 'plus pinch of salt', 'mashed ripe bananas (about 2 large)', 'buttermilk', 'plus 1 tablespoon vanilla extract', '1/2 cups (3 sticks) unsalted butter, room temperature', '1/3 cups sugar', 'eggs', '8-ounce packages cream cheese, room temperature', '1/2 cups powdered sugar', 'bananas, peeled, sliced']"
Banana Layer Cake with White Chocolate-Cream Cheese Frosting and Walnuts,"['6.4-ounce packages banana muffin mix', 'mashed ripe bananas (about 2)', 'eggs', 'vegetable oil', 'whole milk', 'egg whites', 'sugar', ""good-quality white chocolate (such as Lindt or Baker's), chopped"", 'cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', 'powdered sugar', '1/4 teaspoons vanilla extract', 'fresh lemon juice', 'bananas', 'walnuts (4 ounces), toasted, chopped']"
Banana-Pineapple Layer Cake with Cream Cheese Frosting,"['all purpose flour', 'sugar', 'baking soda', 'salt', 'ground cinnamon', 'vegetable oil', 'eggs', '1/2 teaspoons vanilla extract', 'chopped bananas (from about 3 bananas)', 'chopped pecans', '8-ounce can crushed pineapple with juice', '8-ounce packages cream cheese, room temperature', '(2 sticks) unsalted butter, room temperature', 'powdered sugar', 'vanilla extract', 'chopped toasted pecans']"
Banana Split Ice Cream Cake,"['(9-ounce) packages chocolate wafer cookies', 'virgin coconut oil, melted', 'kosher salt', 'sugar', 'ripe bananas (about 1 1/2 pounds), cut into 2"" pieces', 'heavy cream', 'kosher salt', 'vanilla ice cream, softened at room temperature 10 minutes, divided', '3/4 cups maraschino cherries (from two 10-ounce jars), drained, patted dry, stems removed, plus more with stems for serving', '1/4 teaspoons powdered unflavored gelatin (from one 1/4-ounce envelope)', 'sugar', 'heavy cream', 'salted, roasted peanuts, coarsely chopped', 'A 9"" springform pan']"
BA's Best Carrot Cake,"['Nonstick vegetable oil spray', 'golden raisins (optional)', 'dark rum (optional)', 'chopped walnuts', 'carrots, peeled, coarsely grated', 'buttermilk, room temperature', '1/2 cups all-purpose flour', 'ground cinnamon', 'ground ginger', 'freshly grated nutmeg', 'baking powder', '1/2 teaspoons kosher salt', 'baking soda', 'eggs, room temperature', 'granulated sugar', '(packed) dark brown sugar', 'vanilla extract', 'vegetable oil', 'cream cheese, room temperature', '(1 1/2 sticks) unsalted butter, room temperature', 'vanilla extract', 'Generous pinch of kosher salt', 'powdered sugar', 'Candied Carrot Coins']"
Bittersweet Chocolate and Almond Cake,"['bittersweet (not unsweetened) or semisweet chocolate, chopped', '(2 sticks) unsalted butter', 'slivered almonds, toasted', 'cake flour', 'salt', 'eggs', '1/3 cups sugar', 'vanilla extract', '1/2 cups chilled whipping cream']"
Bittersweet Chocolate Cake with Dried Cherries,"['bittersweet (not unsweetened) or semisweet chocolate, chopped', '(1 stick) unsalted butter, diced', 'dried tart cherries (about 5 ounces), coarsely chopped', 'framboise eau-de-vie (clear raspberry brandy)*', 'sugar', 'vanilla extract', 'salt', 'eggs', 'all purpose flour', 'Powdered sugar']"
Bittersweet Chocolate Irish Whiskey Cake,"['plus 2 tablespoons Irish whiskey', 'bittersweet (70% cocoa) chocolate (such as Scharffen Berger or Lindt), chopped', 'instant espresso powder dissolved in 6 tablespoons hot water', 'blanched almonds (about 2 ounces), lightly toasted', 'all purpose flour, divided', '(1 1/2 sticks) unsalted butter, room temperature, divided', 'vanilla sugar , divided', 'eggs, separated', 'Pinch of fine sea salt', 'semisweet chocolate, chopped']"
